city_name;city_code;Indicator;unit;year;value
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 5-9 years;Percentage;2020;5.2
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 5-9 years;Percentage;2022;5.2
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 60-64 years;Percentage;2016;5.2
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 60-64 years;Percentage;2020;5.9
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 60-64 years;Percentage;2022;6.4
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 60-79 years;Percentage;2016;18.7
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 60-79 years;Percentage;2020;19.5
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 60-79 years;Percentage;2022;19.9
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 60 years and more;Percentage;2016;24.3
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 60 years and more;Percentage;2020;25.7
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 60 years and more;Percentage;2022;26.4
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 65-69 years;Percentage;2016;5.0
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 65-69 years;Percentage;2020;4.8
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 65-69 years;Percentage;2022;5.0
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 65-79 years;Percentage;2016;13.5
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 65-79 years;Percentage;2020;13.6
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 65-79 years;Percentage;2022;13.5
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 65 years and more;Percentage;2016;19.1
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 65 years and more;Percentage;2020;19.8
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 65 years and more;Percentage;2022;20.0
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 70-74 years;Percentage;2016;4.6
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 70-74 years;Percentage;2020;4.5
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 70-74 years;Percentage;2022;4.5
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 75-79 years;Percentage;2016;3.9
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 75-79 years;Percentage;2020;4.3
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 75-79 years;Percentage;2022;4.1
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 80-84 years;Percentage;2016;2.8
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 80-84 years;Percentage;2020;3.1
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 80-84 years;Percentage;2022;3.3
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 80 years and more;Percentage;2016;5.7
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 80 years and more;Percentage;2020;6.2
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 80 years and more;Percentage;2022;6.5
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 85 years and more;Percentage;2016;2.8
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 85 years and more;Percentage;2020;3.2
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 85 years and more;Percentage;2022;3.2
Provincia Autonoma di Bolzano/Bozen;ITH1;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2016;24.6
Provincia Autonoma di Bolzano/Bozen;ITH1;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2020;24.2
Provincia Autonoma di Bolzano/Bozen;ITH1;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2022;24.1
Provincia Autonoma di Bolzano/Bozen;ITH1;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2016;40.0
Provincia Autonoma di Bolzano/Bozen;ITH1;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2020;39.6
Provincia Autonoma di Bolzano/Bozen;ITH1;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2022;39.9
Provincia Autonoma di Bolzano/Bozen;ITH1;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2016;36.5
Provincia Autonoma di Bolzano/Bozen;ITH1;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2020;35.7
Provincia Autonoma di Bolzano/Bozen;ITH1;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2022;35.6
Provincia Autonoma di Bolzano/Bozen;ITH1;Young-age dependency ratio 4th variant (population 0 to 24 years to population 25 to 64 years);Percentage;2022;50.1
Provincia Autonoma di Trento;ITH2;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2016;56.1
Provincia Autonoma di Trento;ITH2;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2020;57.5
Provincia Autonoma di Trento;ITH2;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2022;57.8
Provincia Autonoma di Trento;ITH2;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2016;89.0
Provincia Autonoma di Trento;ITH2;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2020;92.9
Provincia Autonoma di Trento;ITH2;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2022;94.8
Provincia Autonoma di Trento;ITH2;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2016;69.7
Provincia Autonoma di Trento;ITH2;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2020;71.4
Provincia Autonoma di Trento;ITH2;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2022;71.8
Provincia Autonoma di Trento;ITH2;Age dependency ratio, 4th variant (population 0 to 24 years and 65 years or over to population 25 to 64 years);Percentage;2022;89.0
Provincia Autonoma di Trento;ITH2;Median age of population - females;Year;2016;46.1
Provincia Autonoma di Trento;ITH2;Median age of population - females;Year;2020;47.7
Provincia Autonoma di Trento;ITH2;Median age of population - females;Year;2022;48.3
Provincia Autonoma di Trento;ITH2;Median age of population;Year;2016;44.9
Provincia Autonoma di Trento;ITH2;Median age of population;Year;2020;46.5
Provincia Autonoma di Trento;ITH2;Median age of population;Year;2022;47.1
Provincia Autonoma di Trento;ITH2;Median age of population - males;Year;2016;43.7
Provincia Autonoma di Trento;ITH2;Median age of population - males;Year;2020;45.3
Provincia Autonoma di Trento;ITH2;Median age of population - males;Year;2022;45.8
Provincia Autonoma di Trento;ITH2;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2016;32.9
Provincia Autonoma di Trento;ITH2;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2020;35.3
Provincia Autonoma di Trento;ITH2;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2022;36.1
Provincia Autonoma di Trento;ITH2;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2016;51.2
Provincia Autonoma di Trento;ITH2;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2020;55.8
Provincia Autonoma di Trento;ITH2;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2022;58.0
Provincia Autonoma di Trento;ITH2;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2016;35.8
Provincia Autonoma di Trento;ITH2;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2020;38.4
Provincia Autonoma di Trento;ITH2;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2022;39.4
Provincia Autonoma di Trento;ITH2;Old-age dependency ratio 4th variant (population 65 years or over to population 25 to 64 years);Percentage;2022;43.3
Provincia Autonoma di Trento;ITH2;Women per 100 men;Percentage;2016;104.4
Provincia Autonoma di Trento;ITH2;Women per 100 men;Percentage;2020;103.6
Provincia Autonoma di Trento;ITH2;Women per 100 men;Percentage;2022;103.1
Provincia Autonoma di Trento;ITH2;Proportion of population aged 0-14 years;Percentage;2016;14.8
Provincia Autonoma di Trento;ITH2;Proportion of population aged 0-14 years;Percentage;2020;14.1
Provincia Autonoma di Trento;ITH2;Proportion of population aged 0-14 years;Percentage;2022;13.7
Provincia Autonoma di Trento;ITH2;Proportion of population aged 0-19 years;Percentage;2016;20.0
Provincia Autonoma di Trento;ITH2;Proportion of population aged 0-19 years;Percentage;2020;19.2
Provincia Autonoma di Trento;ITH2;Proportion of population aged 0-19 years;Percentage;2022;18.9
Provincia Autonoma di Trento;ITH2;Proportion of population aged 0-4 years;Percentage;2016;4.7
Provincia Autonoma di Trento;ITH2;Proportion of population aged 0-4 years;Percentage;2020;4.2
Provincia Autonoma di Trento;ITH2;Proportion of population aged 0-4 years;Percentage;2022;4.0
Provincia Autonoma di Trento;ITH2;Proportion of population aged 10-14 years;Percentage;2016;5.1
Provincia Autonoma di Trento;ITH2;Proportion of population aged 10-14 years;Percentage;2020;5.1
Provincia Autonoma di Trento;ITH2;Proportion of population aged 10-14 years;Percentage;2022;5.1
Provincia Autonoma di Trento;ITH2;Proportion of population aged 15-19 years;Percentage;2016;5.2
Provincia Autonoma di Trento;ITH2;Proportion of population aged 15-19 years;Percentage;2020;5.2
Provincia Autonoma di Trento;ITH2;Proportion of population aged 15-19 years;Percentage;2022;5.2
Provincia Autonoma di Trento;ITH2;Proportion of population aged 15-24 years;Percentage;2016;10.3
Provincia Autonoma di Trento;ITH2;Proportion of population aged 15-24 years;Percentage;2020;10.4
Provincia Autonoma di Trento;ITH2;Proportion of population aged 15-24 years;Percentage;2022;10.5
Provincia Autonoma di Trento;ITH2;Proportion of population aged 20-24 years;Percentage;2016;5.1
Provincia Autonoma di Trento;ITH2;Proportion of population aged 20-24 years;Percentage;2020;5.2
Provincia Autonoma di Trento;ITH2;Proportion of population aged 20-24 years;Percentage;2022;5.3
Provincia Autonoma di Trento;ITH2;Proportion of population aged 20-39 years;Percentage;2016;22.4
Provincia Autonoma di Trento;ITH2;Proportion of population aged 20-39 years;Percentage;2020;21.8
Provincia Autonoma di Trento;ITH2;Proportion of population aged 20-39 years;Percentage;2022;21.8
Provincia Autonoma di Trento;ITH2;Proportion of population aged 25-29 years;Percentage;2016;5.3
Provincia Autonoma di Trento;ITH2;Proportion of population aged 25-29 years;Percentage;2020;5.3
Provincia Autonoma di Trento;ITH2;Proportion of population aged 25-29 years;Percentage;2022;5.4
Provincia Autonoma di Trento;ITH2;Proportion of population aged 25-44 years;Percentage;2016;25.0
Provincia Autonoma di Trento;ITH2;Proportion of population aged 25-44 years;Percentage;2020;23.2
Provincia Autonoma di Trento;ITH2;Proportion of population aged 25-44 years;Percentage;2022;22.7
Provincia Autonoma di Trento;ITH2;Proportion of population aged 25-49 years;Percentage;2016;33.0
Provincia Autonoma di Trento;ITH2;Proportion of population aged 25-49 years;Percentage;2020;30.9
Provincia Autonoma di Trento;ITH2;Proportion of population aged 25-49 years;Percentage;2022;30.2
Provincia Autonoma di Trento;ITH2;Proportion of population aged 30-34 years;Percentage;2016;5.7
Provincia Autonoma di Trento;ITH2;Proportion of population aged 30-34 years;Percentage;2020;5.5
Provincia Autonoma di Trento;ITH2;Proportion of population aged 30-34 years;Percentage;2022;5.5
Provincia Autonoma di Trento;ITH2;Proportion of population aged 35-39 years;Percentage;2016;6.4
Provincia Autonoma di Trento;ITH2;Proportion of population aged 35-39 years;Percentage;2020;5.7
Provincia Autonoma di Trento;ITH2;Proportion of population aged 35-39 years;Percentage;2022;5.7
Provincia Autonoma di Trento;ITH2;Proportion of population aged 40-44 years;Percentage;2016;7.6
Provincia Autonoma di Trento;ITH2;Proportion of population aged 40-44 years;Percentage;2020;6.7
Provincia Autonoma di Trento;ITH2;Proportion of population aged 40-44 years;Percentage;2022;6.2
Provincia Autonoma di Trento;ITH2;Proportion of population aged 40-59 years;Percentage;2016;30.5
Provincia Autonoma di Trento;ITH2;Proportion of population aged 40-59 years;Percentage;2020;30.0
Provincia Autonoma di Trento;ITH2;Proportion of population aged 40-59 years;Percentage;2022;29.5
Provincia Autonoma di Trento;ITH2;Proportion of population aged 45-49 years;Percentage;2016;8.1
Provincia Autonoma di Trento;ITH2;Proportion of population aged 45-49 years;Percentage;2020;7.6
Provincia Autonoma di Trento;ITH2;Proportion of population aged 45-49 years;Percentage;2022;7.4
Provincia Autonoma di Trento;ITH2;Proportion of population aged 45-64 years;Percentage;2016;28.8
Provincia Autonoma di Trento;ITH2;Proportion of population aged 45-64 years;Percentage;2020;29.9
Provincia Autonoma di Trento;ITH2;Proportion of population aged 45-64 years;Percentage;2022;30.2
Provincia Autonoma di Trento;ITH2;Proportion of population aged 50-54 years;Percentage;2016;7.9
Provincia Autonoma di Trento;ITH2;Proportion of population aged 50-54 years;Percentage;2020;8.1
Provincia Autonoma di Trento;ITH2;Proportion of population aged 50-54 years;Percentage;2022;7.9
Provincia Autonoma di Trento;ITH2;Proportion of population aged 50-64 years;Percentage;2016;20.8
Provincia Autonoma di Trento;ITH2;Proportion of population aged 50-64 years;Percentage;2020;22.2
Provincia Autonoma di Trento;ITH2;Proportion of population aged 50-64 years;Percentage;2022;22.7
Provincia Autonoma di Trento;ITH2;Proportion of population aged 55-59 years;Percentage;2016;6.8
Provincia Autonoma di Trento;ITH2;Proportion of population aged 55-59 years;Percentage;2020;7.6
Provincia Autonoma di Trento;ITH2;Proportion of population aged 55-59 years;Percentage;2022;8.0
Provincia Autonoma di Trento;ITH2;Proportion of population aged 5-9 years;Percentage;2016;5.1
Provincia Autonoma di Trento;ITH2;Proportion of population aged 5-9 years;Percentage;2020;4.8
Provincia Autonoma di Trento;ITH2;Proportion of population aged 5-9 years;Percentage;2022;4.6
Provincia Autonoma di Trento;ITH2;Proportion of population aged 60-64 years;Percentage;2016;6.0
Provincia Autonoma di Trento;ITH2;Proportion of population aged 60-64 years;Percentage;2020;6.5
Provincia Autonoma di Trento;ITH2;Proportion of population aged 60-64 years;Percentage;2022;6.9
Provincia Autonoma di Trento;ITH2;Proportion of population aged 60-79 years;Percentage;2016;20.6
Provincia Autonoma di Trento;ITH2;Proportion of population aged 60-79 years;Percentage;2020;21.9
Provincia Autonoma di Trento;ITH2;Proportion of population aged 60-79 years;Percentage;2022;22.5
